mae,rmse,mape,r2,company,split,model
1.9413795457492236,1.9456041293369732,0.1142521212346382,-149.35650731224592,Alphabet Inc.,0,XGBoost
0.443641316252981,0.4550493798373395,0.026239990395807,-115.07059309997008,Alphabet Inc.,0,XGBoost
0.0934869575856488,0.1133384625469118,0.0055326216812701,-6.200452406108764,Alphabet Inc.,0,XGBoost
0.3618562506301252,0.3988634047142911,0.0214246976580235,-68.29094756980692,Alphabet Inc.,0,XGBoost
0.2482888104533081,0.2867315592237759,0.0146321584266707,-6.05344775694049,Alphabet Inc.,0,XGBoost
0.2894845368365359,0.2949022318442298,0.017063718912125,-4.289983354422658,Alphabet Inc.,0,XGBoost
0.2848600347231403,0.2932460995344964,0.0167424969559632,-5.167044957845433,Alphabet Inc.,0,XGBoost
0.2365021063761744,0.2527744356329513,0.0138667509275468,-9.413121790997169,Alphabet Inc.,0,XGBoost
0.1863712950255703,0.20193338874848,0.0109949733565296,-0.1629333074220007,Alphabet Inc.,0,XGBoost
0.2247027636079067,0.2572597079641452,0.0135250366394546,0.3639717330879783,Alphabet Inc.,0,XGBoost
0.2899442466895422,0.4027156515067836,0.0176706738630199,-0.9487154663141996,Alphabet Inc.,0,XGBoost
0.2046762616451602,0.2698477546649557,0.0124566871598427,-0.3239601945039658,Alphabet Inc.,0,XGBoost
0.5123299925223179,0.5475326936602987,0.0311542589749351,-15.596105548433425,Alphabet Inc.,0,XGBoost
0.3290065780090074,0.3873538748840025,0.0201589232705968,-7.04261494359193,Alphabet Inc.,0,XGBoost
0.256207228179943,0.298016713543907,0.0155517786785958,-2.0349221415907333,Alphabet Inc.,0,XGBoost
0.1565146834783732,0.1778117978687234,0.0096097275274732,0.0329998941366563,Alphabet Inc.,0,XGBoost
0.2394975503865247,0.2552270077224761,0.0147083370515747,-0.6730230499016072,Alphabet Inc.,0,XGBoost
0.3180066073624275,0.3380388135156762,0.0195033294572623,-0.8165814486055902,Alphabet Inc.,0,XGBoost
0.2778551228364435,0.3415240435972754,0.0167453479756921,-0.7867443681837314,Alphabet Inc.,0,XGBoost
0.7250904225924554,0.7860341962645245,0.0436583112044639,-13.02164482791435,Alphabet Inc.,0,XGBoost
0.5143677134734255,0.5251102714033152,0.030962091639969,-47.34165447637742,Alphabet Inc.,0,XGBoost
0.1037031564912879,0.1416940770566638,0.0062621264819123,-1.6783900043942563,Alphabet Inc.,0,XGBoost
0.2221155842002432,0.2507910751354063,0.0133300220774483,-0.7576616188121073,Alphabet Inc.,0,XGBoost
0.2487170941109965,0.2970327039595664,0.0148553942151611,-0.1635949992288872,Alphabet Inc.,0,XGBoost
0.4471160388440459,0.5362864339644772,0.0260810969086531,-1.5446200740934204,Alphabet Inc.,0,XGBoost
0.7153388753794119,0.7531108597701643,0.0415903818540571,-8.455454239526489,Alphabet Inc.,0,XGBoost
0.6568746780884638,0.6743855536794299,0.0380595854679259,-29.762707995908617,Alphabet Inc.,0,XGBoost
0.3498555189587364,0.3624714584413391,0.0202468294249939,-15.13280429575029,Alphabet Inc.,0,XGBoost
0.1751775343370425,0.187032360147654,0.0101726073817019,-3.156499969391815,Alphabet Inc.,0,XGBoost
0.8240239933241149,0.8315377193149912,0.047988979381638,-78.51414197833128,Alphabet Inc.,0,XGBoost
0.0592875516483367,0.0667621221174012,0.0034596290400967,0.0896280740157822,Alphabet Inc.,0,XGBoost
0.4161500660926712,0.43562499313317,0.024209634269017,-13.402636205394217,Alphabet Inc.,0,XGBoost
0.1357606125737263,0.1509367151039896,0.0078988015017981,-0.1791869547817206,Alphabet Inc.,0,XGBoost
0.0659947692508538,0.0810750249229434,0.0038128287908008,0.7994520482592173,Alphabet Inc.,0,XGBoost
0.3958753983266178,0.4050655786935275,0.0228031290192281,-5.945399722414595,Alphabet Inc.,0,XGBoost
0.174147634735835,0.2548192202817241,0.0098125766197723,-0.3857955229850196,Alphabet Inc.,0,XGBoost
0.1746092243032563,0.2386274233295137,0.0097683460894537,0.0986601373166542,Alphabet Inc.,0,XGBoost
0.2447801023865913,0.2900916999044941,0.0136738271077396,-0.6544745665594327,Alphabet Inc.,0,XGBoost
0.2736946232404115,0.3004616902335848,0.0152528238754749,-1.4304659513790368,Alphabet Inc.,0,XGBoost
0.4220411578320572,0.4254440369388366,0.0235361661255607,-51.9867179645247,Alphabet Inc.,0,XGBoost
0.1303621951273648,0.1716916745376304,0.0073326685524869,-1.1140297694733197,Alphabet Inc.,0,XGBoost
