horizon,model,calibration,margin,score,acc_test,f1_macro_test,operable_share,operable_accuracy,operable_f1,dir_acc,dir_f1,dir_acc_operable,high_vol_dir_acc_operable,low_vol_dir_acc_operable,high_vol_dir_f1,low_vol_dir_f1,high_vol_coverage,low_vol_coverage,selection
4,tcn,platt,0.16,0.3452797459036761,0.573210451147002,0.25850524576488393,0.06296733569460843,0.30625,0.15629984051036683,0.04516129032258064,0.04347826086956522,0.6950354609929078,0.9375,0.664,0.02613240418118467,0.0494047619047619,0.023219205037386857,0.10271546635183,best_f1
4,tcn,raw,0.2,0.3495301657225364,0.2846677855297758,0.19010687693105438,0.798101503691022,0.20352424121141807,0.12663747052314642,0.38980741996156804,0.30625961022954007,0.485472383848847,0.5233615514415334,0.4694012913331593,0.28893030056824925,0.31322649680324177,0.714387134890937,0.8819138248455928,best_f1
4,tcn,temperature,0.2,0.3504503317756926,0.31334663877748187,0.19880310868292828,0.727952163957643,0.20742336618356186,0.12781127698144365,0.3602922802846607,0.2835826769375783,0.4935092779340805,0.5894969834352904,0.471262387370524,0.2697020872532041,0.28864400034064214,0.662239425273917,0.7937546391920762,best_f1
5,ensemble,isotonic,0.0,0.34844006202995054,0.5617473825966536,0.27456061382622676,0.06958431730399194,0.3172626382259229,0.1889907064518769,0.041424833199026026,0.06314735435186009,0.5388467918693328,0.39999999999999997,0.5515834575260805,0.013963480128893662,0.08977256310761837,0.01090049957721235,0.1284198052449346,best_f1
5,ensemble,platt,0.0,0.33431803289981976,0.5781923595842003,0.2503120822712604,0.014581280788177341,0.20270270270270271,0.11235955056179775,0.006738544474393531,0.010302197802197802,0.39473684210526316,,0.39473684210526316,0.0,0.015991471215351813,0.0,0.02920284135753749,best_f1
5,ensemble,raw,0.06,0.3852925087899791,0.4033466509717986,0.30010421478700894,0.5195608124322801,0.22289960390650254,0.18422031442452805,0.2778142888057001,0.3031530995218743,0.5188871853018521,0.5709942237072222,0.4959890830594428,0.24061052039917558,0.33324136242114133,0.38769908501072486,0.6516277466825293,best_f1
5,ensemble,temperature,0.04,0.3846649179503748,0.43111121393831126,0.3062256936119682,0.4486507746513146,0.22406042870627338,0.18042527438367434,0.24443467352215156,0.279918345850111,0.5219268302788189,0.5750811918356556,0.49570700699744136,0.22712332978995478,0.301573634474749,0.33817156765708273,0.5592842662089691,best_f1
5,stacked,meta,0.0,0.34745462060307686,0.5539158911882606,0.2762902914178794,0.07686073780310419,0.24864704530153717,0.19502648658968494,0.04361600906449216,0.07182500436352587,0.6669158804721114,0.6484920634920635,0.7980952380952381,0.07027081718757731,0.07223212666524292,0.07550678108054364,0.0782451223637789,best_f1
5,tcn,isotonic,0.0,0.34837891285906114,0.5645986748265522,0.26968966035854613,0.07331789392510905,0.3154916512059369,0.2621161374373004,0.04861625653272662,0.05955546126598914,0.47950274126744713,0.330188679245283,0.4793151395173454,0.04065040650406504,0.07065750786774481,0.053968780199569466,0.09271246156716108,best_f1
5,tcn,platt,0.0,0.3326106679048965,0.5796443608866088,0.24830640318720848,0.007151811376847959,0.16666666666666666,0.08333333333333333,0.003355704697986577,0.005847953216374269,0.3888888888888889,0.35714285714285715,0.5,0.009276437847866418,0.00303951367781155,0.011639466208286474,0.002655352437687184,best_f1
5,tcn,raw,0.2,0.3523955137576877,0.29351751303165646,0.20707217387572757,0.7607981949736703,0.19845582074587265,0.13258074848865967,0.37025487397294693,0.3077324906321558,0.4811413736101956,0.5132279781700471,0.4650813002909131,0.29436712431221806,0.2863581761651674,0.7388044271914123,0.7827578159620524,best_f1
