horizon,model,calibration,margin,score,acc_test,f1_macro_test,operable_share,operable_accuracy,operable_f1,dir_acc,dir_f1,dir_acc_operable,high_vol_dir_acc_operable,low_vol_dir_acc_operable,high_vol_dir_f1,low_vol_dir_f1,high_vol_coverage,low_vol_coverage
1,ensemble,isotonic,0.2,0.40217747500336326,0.6621997533802242,0.3095761882499483,0.067335491756471,0.29250597800095646,0.21509833533053344,0.0558734735091435,0.0843760015767717,0.6687943262411348,0.7637962037962038,0.6487005649717514,0.06882748853427716,0.08667898287765877,0.035087911252396124,0.09960546141298576
1,ensemble,platt,0.0,0.38170767859450055,0.6836311890557123,0.27063800743053906,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1,ensemble,platt,0.02,0.38170767859450055,0.6836311890557123,0.27063800743053906,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1,ensemble,platt,0.04,0.38170767859450055,0.6836311890557123,0.27063800743053906,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1,ensemble,platt,0.06,0.38170767859450055,0.6836311890557123,0.27063800743053906,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1,ensemble,platt,0.08,0.38170767859450055,0.6836311890557123,0.27063800743053906,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1,ensemble,platt,0.1,0.38170767859450055,0.6836311890557123,0.27063800743053906,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1,ensemble,platt,0.12,0.38170767859450055,0.6836311890557123,0.27063800743053906,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1,ensemble,platt,0.14,0.38170767859450055,0.6836311890557123,0.27063800743053906,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1,ensemble,platt,0.16,0.38170767859450055,0.6836311890557123,0.27063800743053906,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1,ensemble,platt,0.18,0.38170767859450055,0.6836311890557123,0.27063800743053906,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1,ensemble,platt,0.2,0.38170767859450055,0.6836311890557123,0.27063800743053906,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
1,ensemble,raw,0.0,0.4218633048120792,0.46737474697392256,0.3461827562716762,0.482201517569198,0.21294987773992022,0.2017308493045733,0.31141801836987654,0.3817900051107683,0.62248392250543,0.6365569632108162,0.6139808215874547,0.3235251461152237,0.41812688908558077,0.392713602328214,0.5718078043482915
1,ensemble,raw,0.02,0.42534888708364677,0.48602268143439853,0.35199144851638275,0.45071617551667115,0.22091859426741564,0.20807060779816935,0.2976780326038789,0.3700614722807697,0.6340139029246445,0.6609126461952922,0.6158667703424737,0.3160780727259123,0.401733325820648,0.36254275352949356,0.539007439968974
1,ensemble,raw,0.04,0.42483287530715963,0.49740940751614504,0.3519270170456399,0.4254915274122283,0.22398293794813287,0.2103755231391021,0.28104888536135164,0.35454288725946376,0.6337115103553952,0.6577937754951064,0.6159834066110708,0.3025653647945533,0.38472355014355475,0.3449388926782828,0.50615170343341
1,ensemble,raw,0.06,0.42421246664034706,0.5075007036492959,0.35209188427779603,0.4018771573475513,0.22621347162867142,0.21268319141981312,0.265487252288488,0.34053611534306344,0.6394384701904976,0.6744623449552843,0.6169243290757856,0.2928457826664107,0.36632688194250285,0.32552942778649374,0.47832583448346805
